,origin,destination,path,service_ids,first_service_mode,last_service_mode,first_service,first_service_departure,service_capacities,service_capacity,total_transport_cost,transshipment_cost,transshipment_time,storage_time,storage_cost,total_cost,last_service_arrival,Transshipment Terminal(s),Loading_cost_at_origin,Unloading_cost_at_destination
478,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Barge19, Truck29",Barge,Truck,Barge19,36,"160, 90",160,58.6106,21.0,1,1.0,1.0,80.6106,55.0,Venlo,3.0,18.0
479,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Barge20, Truck29",Barge,Truck,Barge20,42,"160, 90",160,58.6106,21.0,1,1.0,1.0,80.6106,61.0,Venlo,3.0,18.0
480,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Barge21, Truck29",Barge,Truck,Barge21,60,"160, 90",160,58.6106,21.0,1,1.0,1.0,80.6106,79.0,Venlo,3.0,18.0
481,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Barge22, Truck29",Barge,Truck,Barge22,66,"160, 90",160,58.6106,21.0,1,1.0,1.0,80.6106,85.0,Venlo,3.0,18.0
482,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Barge23, Truck29",Barge,Truck,Barge23,90,"160, 90",160,58.6106,21.0,1,1.0,1.0,80.6106,109.0,Venlo,3.0,18.0
483,Delta,Neuss,Delta to Duisburg -> Duisburg to Neuss,"Barge26, Truck32",Barge,Truck,Barge26,82,"160, 160",160,40.7397,21.0,1,1.0,1.0,47.7397,104.0,Duisburg,3.0,18.0
484,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Train01, Truck29",Train,Truck,Train01,16,"90, 90",90,88.4125,36.0,1,1.0,1.0,125.4125,26.0,Venlo,18.0,18.0
485,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Train02, Truck29",Train,Truck,Train02,40,"90, 90",90,88.4125,36.0,1,1.0,1.0,125.4125,50.0,Venlo,18.0,18.0
486,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Train03, Truck29",Train,Truck,Train03,9,"90, 90",90,88.4125,36.0,1,1.0,1.0,125.4125,19.0,Venlo,18.0,18.0
487,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Train04, Truck29",Train,Truck,Train04,33,"90, 90",90,88.4125,36.0,1,1.0,1.0,125.4125,43.0,Venlo,18.0,18.0
488,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Train05, Truck29",Train,Truck,Train05,57,"90, 90",90,88.4125,36.0,1,1.0,1.0,125.4125,67.0,Venlo,18.0,18.0
489,Delta,Neuss,Delta to Venlo -> Venlo to Neuss,"Train06, Truck29",Train,Truck,Train06,81,"90, 90",90,88.4125,36.0,1,1.0,1.0,125.4125,91.0,Venlo,18.0,18.0
490,Delta,Neuss,Delta to Duisburg -> Duisburg to Neuss,"Train09, Truck32",Train,Truck,Train09,41,"90, 160",90,88.7035,36.0,1,1.0,1.0,110.7035,53.0,Duisburg,18.0,18.0
491,Delta,Neuss,Delta to Duisburg -> Duisburg to Neuss,"Train10, Truck32",Train,Truck,Train10,75,"90, 160",90,88.7035,36.0,1,1.0,1.0,110.7035,87.0,Duisburg,18.0,18.0
492,Delta,Neuss,Delta to Duisburg -> Duisburg to Neuss,"Train11, Truck32",Train,Truck,Train11,99,"90, 160",90,88.7035,36.0,1,1.0,1.0,110.7035,111.0,Duisburg,18.0,18.0
493,Delta,Dortmund,Delta to Euromax -> Euromax to Venlo -> Venlo to Dortmund,"Barge01, Truck12, Train30",Barge,Train,Barge01,53,"160, 160, 90",90,171.78995,57.0,2,53.2,53.2,251.98995000000002,115.5,"Euromax,Venlo",3.0,18.0
494,Delta,Dortmund,Delta to Euromax -> Euromax to Venlo -> Venlo to Dortmund,"Barge01, Barge36, Truck30",Barge,Truck,Barge01,53,"160, 160, 90",160,91.00715,27.0,2,20.5,20.5,138.50715,92.5,"Euromax,Venlo",3.0,18.0
495,Delta,Dortmund,Delta to Euromax -> Euromax to Venlo -> Venlo to Dortmund,"Barge01, Truck12, Train30",Barge,Train,Barge01,53,"160, 90, 90",90,171.78995,57.0,2,53.2,53.2,281.98995,115.5,"Euromax,Venlo",3.0,18.0
496,Delta,Dortmund,Delta to Euromax -> Euromax to Venlo -> Venlo to Dortmund,"Barge01, Train17, Truck30",Barge,Truck,Barge01,53,"160, 90, 90",90,125.58245,57.0,2,23.5,23.5,206.08245,86.5,"Euromax,Venlo",3.0,18.0
497,Delta,Dortmund,Delta to Euromax -> Euromax to Venlo -> Venlo to Dortmund,"Barge01, Truck12, Train30",Barge,Train,Barge01,53,"160, 90, 90",90,171.78995,57.0,2,53.2,53.2,281.98995,115.5,"Euromax,Venlo",3.0,18.0
498,Delta,Dortmund,Delta to Euromax -> Euromax to Venlo -> Venlo to Dortmund,"Barge01, Train18, Truck30",Barge,Truck,Barge01,53,"160, 90, 90",90,125.58245,57.0,2,47.5,47.5,230.08245,110.5,"Euromax,Venlo",3.0,18.0
499,Delta,Dortmund,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Dortmund,"Barge01, Truck13, Train32",Barge,Train,Barge01,53,"160, 90, 90",90,187.14395,57.0,2,60.7,60.7,304.84395,122.5,"Euromax,Duisburg",3.0,18.0
500,Delta,Dortmund,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Dortmund,"Barge01, Train19, Truck33",Barge,Truck,Barge01,53,"160, 90, 90",90,115.54044999999999,57.0,2,20.5,20.5,193.04045,84.9,"Euromax,Duisburg",3.0,18.0
501,Delta,Dortmund,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Dortmund,"Barge01, Truck13, Train32",Barge,Train,Barge01,53,"160, 90, 90",90,187.14395,57.0,2,60.7,60.7,304.84395,122.5,"Euromax,Duisburg",3.0,18.0
502,Delta,Dortmund,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Dortmund,"Barge01, Train20, Truck33",Barge,Truck,Barge01,53,"160, 90, 90",90,115.54044999999999,57.0,2,44.5,44.5,217.04045,108.9,"Euromax,Duisburg",3.0,18.0
503,Delta,Dortmund,Delta to Euromax -> Euromax to Dortmund,"Barge01, Truck16",Barge,Truck,Barge01,53,"160, 90",160,217.9247,21.0,1,1.0,1.0,239.9247,60.5,Euromax,3.0,18.0
504,Delta,Dortmund,Delta to HOME -> HOME to Venlo -> Venlo to Dortmund,"Barge02, Truck19, Train30",Barge,Train,Barge02,53,"160, 90, 90",90,147.355,57.0,2,52.2,52.2,256.555,115.5,"HOME,Venlo",3.0,18.0
505,Delta,Dortmund,Delta to HOME -> HOME to Venlo -> Venlo to Dortmund,"Barge02, Train24, Truck30",Barge,Truck,Barge02,53,"160, 90, 90",90,116.50150000000001,57.0,2,30.0,30.0,203.50150000000002,93.5,"HOME,Venlo",3.0,18.0
506,Delta,Dortmund,Delta to HOME -> HOME to Duisburg -> Duisburg to Dortmund,"Barge02, Truck20, Train32",Barge,Train,Barge02,53,"160, 90, 90",90,157.5425,57.0,2,59.8,59.8,274.3425,122.5,"HOME,Duisburg",3.0,18.0
507,Delta,Dortmund,Delta to HOME -> HOME to Duisburg -> Duisburg to Dortmund,"Barge02, Train26, Truck33",Barge,Truck,Barge02,53,"160, 90, 90",90,106.45949999999999,57.0,2,19.0,19.0,182.4595,83.9,"HOME,Duisburg",3.0,18.0
508,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge03, Truck25, Train30",Barge,Train,Barge03,3,"160, 160, 90",90,123.85175,57.0,2,100.2,100.2,251.05175,115.5,"Moerdijk,Venlo",3.0,18.0
509,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge03, Barge47, Truck30",Barge,Truck,Barge03,3,"160, 160, 90",160,91.473,27.0,2,86.5,86.5,204.973,109.0,"Moerdijk,Venlo",3.0,18.0
510,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge03, Truck26, Train32",Barge,Train,Barge03,3,"160, 160, 90",90,144.37225,57.0,2,107.6,107.6,278.97225000000003,122.5,"Moerdijk,Duisburg",3.0,18.0
511,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge03, Barge48, Truck33",Barge,Truck,Barge03,3,"160, 160, 90",160,62.3374,27.0,2,62.5,62.5,151.8374,86.4,"Moerdijk,Duisburg",3.0,18.0
512,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge03, Truck25, Train30",Barge,Train,Barge03,3,"160, 90, 90",90,123.85175,57.0,2,100.2,100.2,281.05174999999997,115.5,"Moerdijk,Venlo",3.0,18.0
513,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge03, Train27, Truck30",Barge,Truck,Barge03,3,"160, 90, 90",90,113.5915,57.0,2,66.5,66.5,237.0915,82.0,"Moerdijk,Venlo",3.0,18.0
514,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge03, Truck26, Train32",Barge,Train,Barge03,3,"160, 90, 90",90,144.37225,57.0,2,107.6,107.6,308.97225000000003,122.5,"Moerdijk,Duisburg",3.0,18.0
515,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge03, Train28, Truck33",Barge,Truck,Barge03,3,"160, 90, 90",90,93.071,57.0,2,68.5,68.5,218.571,84.4,"Moerdijk,Duisburg",3.0,18.0
516,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge04, Truck25, Train30",Barge,Train,Barge04,15,"160, 160, 90",90,123.85175,57.0,2,88.2,88.2,239.05175,115.5,"Moerdijk,Venlo",3.0,18.0
517,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge04, Barge47, Truck30",Barge,Truck,Barge04,15,"160, 160, 90",160,91.473,27.0,2,74.5,74.5,192.973,109.0,"Moerdijk,Venlo",3.0,18.0
518,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge04, Truck26, Train32",Barge,Train,Barge04,15,"160, 160, 90",90,144.37225,57.0,2,95.6,95.6,266.97225000000003,122.5,"Moerdijk,Duisburg",3.0,18.0
519,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge04, Barge48, Truck33",Barge,Truck,Barge04,15,"160, 160, 90",160,62.3374,27.0,2,50.5,50.5,139.8374,86.4,"Moerdijk,Duisburg",3.0,18.0
520,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge04, Truck25, Train30",Barge,Train,Barge04,15,"160, 90, 90",90,123.85175,57.0,2,88.2,88.2,269.05174999999997,115.5,"Moerdijk,Venlo",3.0,18.0
521,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge04, Train27, Truck30",Barge,Truck,Barge04,15,"160, 90, 90",90,113.5915,57.0,2,54.5,54.5,225.0915,82.0,"Moerdijk,Venlo",3.0,18.0
522,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge04, Truck26, Train32",Barge,Train,Barge04,15,"160, 90, 90",90,144.37225,57.0,2,95.6,95.6,296.97225000000003,122.5,"Moerdijk,Duisburg",3.0,18.0
523,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge04, Train28, Truck33",Barge,Truck,Barge04,15,"160, 90, 90",90,93.071,57.0,2,56.5,56.5,206.571,84.4,"Moerdijk,Duisburg",3.0,18.0
524,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge05, Truck25, Train30",Barge,Train,Barge05,27,"160, 160, 90",90,123.85175,57.0,2,76.2,76.2,227.05175,115.5,"Moerdijk,Venlo",3.0,18.0
525,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge05, Barge47, Truck30",Barge,Truck,Barge05,27,"160, 160, 90",160,91.473,27.0,2,62.5,62.5,180.973,109.0,"Moerdijk,Venlo",3.0,18.0
526,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge05, Truck26, Train32",Barge,Train,Barge05,27,"160, 160, 90",90,144.37225,57.0,2,83.6,83.6,254.97225,122.5,"Moerdijk,Duisburg",3.0,18.0
527,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge05, Barge48, Truck33",Barge,Truck,Barge05,27,"160, 160, 90",160,62.3374,27.0,2,38.5,38.5,127.8374,86.4,"Moerdijk,Duisburg",3.0,18.0
528,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge05, Truck25, Train30",Barge,Train,Barge05,27,"160, 90, 90",90,123.85175,57.0,2,76.2,76.2,257.05174999999997,115.5,"Moerdijk,Venlo",3.0,18.0
529,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge05, Train27, Truck30",Barge,Truck,Barge05,27,"160, 90, 90",90,113.5915,57.0,2,42.5,42.5,213.0915,82.0,"Moerdijk,Venlo",3.0,18.0
530,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge05, Truck26, Train32",Barge,Train,Barge05,27,"160, 90, 90",90,144.37225,57.0,2,83.6,83.6,284.97225000000003,122.5,"Moerdijk,Duisburg",3.0,18.0
531,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge05, Train28, Truck33",Barge,Truck,Barge05,27,"160, 90, 90",90,93.071,57.0,2,44.5,44.5,194.571,84.4,"Moerdijk,Duisburg",3.0,18.0
532,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge06, Truck25, Train30",Barge,Train,Barge06,39,"160, 160, 90",90,123.85175,57.0,2,64.2,64.2,215.05175,115.5,"Moerdijk,Venlo",3.0,18.0
533,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge06, Barge47, Truck30",Barge,Truck,Barge06,39,"160, 160, 90",160,91.473,27.0,2,50.5,50.5,168.973,109.0,"Moerdijk,Venlo",3.0,18.0
534,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge06, Truck26, Train32",Barge,Train,Barge06,39,"160, 160, 90",90,144.37225,57.0,2,71.6,71.6,242.97225,122.5,"Moerdijk,Duisburg",3.0,18.0
535,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge06, Barge48, Truck33",Barge,Truck,Barge06,39,"160, 160, 90",160,62.3374,27.0,2,26.5,26.5,115.8374,86.4,"Moerdijk,Duisburg",3.0,18.0
536,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge06, Truck25, Train30",Barge,Train,Barge06,39,"160, 90, 90",90,123.85175,57.0,2,64.2,64.2,245.05175,115.5,"Moerdijk,Venlo",3.0,18.0
537,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge06, Train27, Truck30",Barge,Truck,Barge06,39,"160, 90, 90",90,113.5915,57.0,2,30.5,30.5,201.0915,82.0,"Moerdijk,Venlo",3.0,18.0
538,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge06, Truck26, Train32",Barge,Train,Barge06,39,"160, 90, 90",90,144.37225,57.0,2,71.6,71.6,272.97225000000003,122.5,"Moerdijk,Duisburg",3.0,18.0
539,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge06, Train28, Truck33",Barge,Truck,Barge06,39,"160, 90, 90",90,93.071,57.0,2,32.5,32.5,182.571,84.4,"Moerdijk,Duisburg",3.0,18.0
540,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge07, Truck25, Train30",Barge,Train,Barge07,51,"160, 160, 90",90,123.85175,57.0,2,52.2,52.2,203.05175,115.5,"Moerdijk,Venlo",3.0,18.0
541,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge07, Barge47, Truck30",Barge,Truck,Barge07,51,"160, 160, 90",160,91.473,27.0,2,38.5,38.5,156.973,109.0,"Moerdijk,Venlo",3.0,18.0
542,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge07, Truck26, Train32",Barge,Train,Barge07,51,"160, 160, 90",90,144.37225,57.0,2,59.6,59.6,230.97225,122.5,"Moerdijk,Duisburg",3.0,18.0
543,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge07, Barge48, Truck33",Barge,Truck,Barge07,51,"160, 160, 90",160,62.3374,27.0,2,14.5,14.5,103.8374,86.4,"Moerdijk,Duisburg",3.0,18.0
544,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge07, Truck25, Train30",Barge,Train,Barge07,51,"160, 90, 90",90,123.85175,57.0,2,52.2,52.2,233.05175,115.5,"Moerdijk,Venlo",3.0,18.0
545,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge07, Train27, Truck30",Barge,Truck,Barge07,51,"160, 90, 90",90,113.5915,57.0,2,18.5,18.5,189.0915,82.0,"Moerdijk,Venlo",3.0,18.0
546,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge07, Truck26, Train32",Barge,Train,Barge07,51,"160, 90, 90",90,144.37225,57.0,2,59.6,59.6,260.97225000000003,122.5,"Moerdijk,Duisburg",3.0,18.0
547,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge07, Train28, Truck33",Barge,Truck,Barge07,51,"160, 90, 90",90,93.071,57.0,2,20.5,20.5,170.571,84.4,"Moerdijk,Duisburg",3.0,18.0
548,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge08, Truck25, Train30",Barge,Train,Barge08,63,"160, 160, 90",90,123.85175,57.0,2,40.2,40.2,191.05175,115.5,"Moerdijk,Venlo",3.0,18.0
549,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge08, Barge47, Truck30",Barge,Truck,Barge08,63,"160, 160, 90",160,91.473,27.0,2,26.5,26.5,144.973,109.0,"Moerdijk,Venlo",3.0,18.0
550,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge08, Truck25, Train30",Barge,Train,Barge08,63,"160, 90, 90",90,123.85175,57.0,2,40.2,40.2,221.05175,115.5,"Moerdijk,Venlo",3.0,18.0
551,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge08, Train27, Truck30",Barge,Truck,Barge08,63,"160, 90, 90",90,113.5915,57.0,2,6.5,6.5,177.0915,82.0,"Moerdijk,Venlo",3.0,18.0
552,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge08, Truck26, Train32",Barge,Train,Barge08,63,"160, 90, 90",90,144.37225,57.0,2,47.599999999999994,47.599999999999994,248.97225,122.5,"Moerdijk,Duisburg",3.0,18.0
553,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Duisburg -> Duisburg to Dortmund,"Barge08, Train28, Truck33",Barge,Truck,Barge08,63,"160, 90, 90",90,93.071,57.0,2,8.5,8.5,158.571,84.4,"Moerdijk,Duisburg",3.0,18.0
554,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge09, Truck25, Train30",Barge,Train,Barge09,75,"160, 160, 90",90,123.85175,57.0,2,28.200000000000003,28.200000000000003,179.05175,115.5,"Moerdijk,Venlo",3.0,18.0
555,Delta,Dortmund,Delta to Moerdijk -> Moerdijk to Venlo -> Venlo to Dortmund,"Barge09, Barge47, Truck30",Barge,Truck,Barge09,75,"160, 160, 90",160,91.473,27.0,2,14.5,14.5,132.973,109.0,"Moerdijk,Venlo",3.0,18.0
556,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge17, Truck30",Barge,Truck,Barge17,12,"160, 90",160,89.6096,21.0,1,1.0,1.0,111.6096,31.5,Venlo,3.0,18.0
557,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge18, Truck30",Barge,Truck,Barge18,18,"160, 90",160,89.6096,21.0,1,1.0,1.0,111.6096,37.5,Venlo,3.0,18.0
558,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge19, Truck30",Barge,Truck,Barge19,36,"160, 90",160,89.6096,21.0,1,1.0,1.0,111.6096,55.5,Venlo,3.0,18.0
559,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge20, Truck30",Barge,Truck,Barge20,42,"160, 90",160,89.6096,21.0,1,1.0,1.0,111.6096,61.5,Venlo,3.0,18.0
560,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge21, Truck30",Barge,Truck,Barge21,60,"160, 90",160,89.6096,21.0,1,1.0,1.0,111.6096,79.5,Venlo,3.0,18.0
561,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge22, Truck30",Barge,Truck,Barge22,66,"160, 90",160,89.6096,21.0,1,1.0,1.0,111.6096,85.5,Venlo,3.0,18.0
562,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Barge23, Truck30",Barge,Truck,Barge23,90,"160, 90",160,89.6096,21.0,1,1.0,1.0,111.6096,109.5,Venlo,3.0,18.0
563,Delta,Dortmund,Delta to Duisburg -> Duisburg to Dortmund,"Barge26, Truck33",Barge,Truck,Barge26,82,"160, 90",160,61.405699999999996,21.0,1,1.0,1.0,83.4057,104.5,Duisburg,3.0,18.0
564,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train01, Truck30",Train,Truck,Train01,16,"90, 90",90,119.4115,36.0,1,1.0,1.0,156.4115,26.5,Venlo,18.0,18.0
565,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train02, Truck30",Train,Truck,Train02,40,"90, 90",90,119.4115,36.0,1,1.0,1.0,156.4115,50.5,Venlo,18.0,18.0
566,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train03, Truck30",Train,Truck,Train03,9,"90, 90",90,119.4115,36.0,1,1.0,1.0,156.4115,19.5,Venlo,18.0,18.0
567,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train04, Truck30",Train,Truck,Train04,33,"90, 90",90,119.4115,36.0,1,1.0,1.0,156.4115,43.5,Venlo,18.0,18.0
568,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train05, Truck30",Train,Truck,Train05,57,"90, 90",90,119.4115,36.0,1,1.0,1.0,156.4115,67.5,Venlo,18.0,18.0
569,Delta,Dortmund,Delta to Venlo -> Venlo to Dortmund,"Train06, Truck30",Train,Truck,Train06,81,"90, 90",90,119.4115,36.0,1,1.0,1.0,156.4115,91.5,Venlo,18.0,18.0
570,Delta,Dortmund,Delta to Duisburg -> Duisburg to Dortmund,"Train09, Truck33",Train,Truck,Train09,41,"90, 90",90,109.3695,36.0,1,1.0,1.0,146.36950000000002,53.5,Duisburg,18.0,18.0
571,Delta,Dortmund,Delta to Duisburg -> Duisburg to Dortmund,"Train10, Truck33",Train,Truck,Train10,75,"90, 90",90,109.3695,36.0,1,1.0,1.0,146.36950000000002,87.5,Duisburg,18.0,18.0
572,Delta,Dortmund,Delta to Duisburg -> Duisburg to Dortmund,"Train11, Truck33",Train,Truck,Train11,99,"90, 90",90,109.3695,36.0,1,1.0,1.0,146.36950000000002,111.5,Duisburg,18.0,18.0
573,Delta,Nuremberg,Delta to Euromax -> Euromax to Venlo -> Venlo to Nuremberg,"Barge01, Truck12, Train31",Barge,Train,Barge01,53,"160, 160, 90",90,260.85720000000003,57.0,2,54.2,54.2,342.0572,125.0,"Euromax,Venlo",3.0,18.0
574,Delta,Nuremberg,Delta to Euromax -> Euromax to Venlo -> Venlo to Nuremberg,"Barge01, Barge36, Truck31",Barge,Truck,Barge01,53,"160, 160, 90",160,354.49865,27.0,2,20.5,20.5,401.99865,97.6,"Euromax,Venlo",3.0,18.0
575,Delta,Nuremberg,Delta to Euromax -> Euromax to Venlo -> Venlo to Nuremberg,"Barge01, Truck12, Train31",Barge,Train,Barge01,53,"160, 90, 90",90,260.85720000000003,57.0,2,54.2,54.2,372.0572,125.0,"Euromax,Venlo",3.0,18.0
576,Delta,Nuremberg,Delta to Euromax -> Euromax to Venlo -> Venlo to Nuremberg,"Barge01, Train17, Truck31",Barge,Truck,Barge01,53,"160, 90, 90",90,389.07394999999997,57.0,2,23.5,23.5,469.57394999999997,91.6,"Euromax,Venlo",3.0,18.0
577,Delta,Nuremberg,Delta to Euromax -> Euromax to Venlo -> Venlo to Nuremberg,"Barge01, Truck12, Train31",Barge,Train,Barge01,53,"160, 90, 90",90,260.85720000000003,57.0,2,54.2,54.2,372.0572,125.0,"Euromax,Venlo",3.0,18.0
578,Delta,Nuremberg,Delta to Euromax -> Euromax to Venlo -> Venlo to Nuremberg,"Barge01, Train18, Truck31",Barge,Truck,Barge01,53,"160, 90, 90",90,389.07394999999997,57.0,2,47.5,47.5,493.57394999999997,115.6,"Euromax,Venlo",3.0,18.0
579,Delta,Nuremberg,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Nuremberg,"Barge01, Truck13, Train33",Barge,Train,Barge01,53,"160, 90, 90",90,276.21119999999996,57.0,2,61.7,61.7,394.91119999999995,132.0,"Euromax,Duisburg",3.0,18.0
580,Delta,Nuremberg,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Nuremberg,"Barge01, Train19, Truck34",Barge,Truck,Barge01,53,"160, 90, 90",90,379.03195,57.0,2,20.5,20.5,456.53195,90.0,"Euromax,Duisburg",3.0,18.0
581,Delta,Nuremberg,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Nuremberg,"Barge01, Truck13, Train33",Barge,Train,Barge01,53,"160, 90, 90",90,276.21119999999996,57.0,2,61.7,61.7,394.91119999999995,132.0,"Euromax,Duisburg",3.0,18.0
582,Delta,Nuremberg,Delta to Euromax -> Euromax to Duisburg -> Duisburg to Nuremberg,"Barge01, Train20, Truck34",Barge,Truck,Barge01,53,"160, 90, 90",90,379.03195,57.0,2,44.5,44.5,480.53195,114.0,"Euromax,Duisburg",3.0,18.0
583,Delta,Nuremberg,Delta to Euromax -> Euromax to Nuremberg,"Barge01, Truck17",Barge,Truck,Barge01,53,"160, 90",160,491.7492,21.0,1,1.0,1.0,513.7492,65.5,Euromax,3.0,18.0
584,Delta,Nuremberg,Delta to HOME -> HOME to Venlo -> Venlo to Nuremberg,"Barge02, Truck19, Train31",Barge,Train,Barge02,53,"160, 90, 90",90,236.42225,57.0,2,53.2,53.2,346.62225,125.0,"HOME,Venlo",3.0,18.0
585,Delta,Nuremberg,Delta to HOME -> HOME to Venlo -> Venlo to Nuremberg,"Barge02, Train24, Truck31",Barge,Truck,Barge02,53,"160, 90, 90",90,379.993,57.0,2,30.0,30.0,466.993,98.6,"HOME,Venlo",3.0,18.0
